Occupation,S.NO,Name,Nationality,Current Rank,Previous Year Rank,Category,New Category,Year,earnings,earnings_avg_1,earnings_avg_2,,,,,,,
Celebrities,355,Jessica Simpson,n/a,n/a,n/a,Television actresses,Actors/Actresses,2005,8,32.61,24.84,,,,,,,
Celebrities,361,Jennifer Garner,n/a,n/a,n/a,Television actresses,Actors/Actresses,2005,14,32.61,24.84,,,,,,,
Celebrities,383,Patricia Heaton,n/a,n/a,n/a,Television actresses,Actors/Actresses,2005,9,32.61,24.84,,,,,,,
Celebrities,405,Tom Cruise,n/a,n/a,n/a,Actors,Actors/Actresses,2006,67,42.51,24.29,,,,,,,
Celebrities,421,Denzel Washington,n/a,n/a,n/a,Actors,Actors/Actresses,2006,38,42.51,24.29,,,,,,,
Celebrities,434,Johnny Depp,n/a,n/a,n/a,Actors,Actors/Actresses,2006,29,42.51,24.29,,,,,,,
Celebrities,435,Tom Hanks,n/a,n/a,n/a,Actors,Actors/Actresses,2006,29,42.51,24.29,,,,,,,
Celebrities,438,Adam Sandler,n/a,n/a,n/a,Actors,Actors/Actresses,2006,29,42.51,24.29,,,,,,,
Celebrities,446,Brad Pitt,n/a,n/a,n/a,Actors,Actors/Actresses,2006,25,42.51,24.29,,,,,,,
Celebrities,447,Will Smith,n/a,n/a,n/a,Actors,Actors/Actresses,2006,25,42.51,24.29,,,,,,,
Celebrities,449,Leonardo DiCaprio,n/a,n/a,n/a,Actors,Actors/Actresses,2006,25,42.51,24.29,,,,,,,
Celebrities,479,Matthew Broderick/Nathan Lane,n/a,n/a,n/a,Actors,Actors/Actresses,2006,9,42.51,24.29,,,,,,,
Celebrities,442,Jodie Foster,n/a,n/a,n/a,Actresses,Actors/Actresses,2006,27,42.51,24.29,,,,,,,
Celebrities,451,Nicole Kidman,n/a,n/a,n/a,Actresses,Actors/Actresses,2006,22,42.51,24.29,,,,,,,
Celebrities,453,Renee Zellweger,n/a,n/a,n/a,Actresses,Actors/Actresses,2006,21,42.51,24.29,,,,,,,
Celebrities,459,Jennifer Aniston,n/a,n/a,n/a,Actresses,Actors/Actresses,2006,18,42.51,24.29,,,,,,,
Celebrities,462,Scarlett Johansson,n/a,n/a,n/a,Actresses,Actors/Actresses,2006,16,42.51,24.29,,,,,,,
Celebrities,463,Halle Berry,n/a,n/a,n/a,Actresses,Actors/Actresses,2006,16,42.51,24.29,,,,,,,
Celebrities,467,Cameron Diaz,n/a,n/a,n/a,Actresses,Actors/Actresses,2006,15,42.51,24.29,,,,,,,
Celebrities,469,Angelina Jolie,n/a,n/a,n/a,Actresses,Actors/Actresses,2006,14,42.51,24.29,,,,,,,
Celebrities,477,Reese Witherspoon,n/a,n/a,n/a,Actresses,Actors/Actresses,2006,9,42.51,24.29,,,,,,,
Celebrities,400,Dan Brown,n/a,n/a,n/a,Authors,Authors,2006,88,42.51,47.4,,,,,,,
Celebrities,402,J.K. Rowling,n/a,n/a,n/a,Authors,Authors,2006,75,42.51,47.4,,,,,,,
Celebrities,439,James Patterson,n/a,n/a,n/a,Authors,Authors,2006,28,42.51,47.4,,,,,,,
Celebrities,448,Rick Warren,n/a,n/a,n/a,Authors,Authors,2006,25,42.51,47.4,,,,,,,
Celebrities,454,John Grisham,n/a,n/a,n/a,Authors,Authors,2006,21,42.51,47.4,,,,,,,
Celebrities,397,Jerry Seinfeld,n/a,n/a,n/a,Comedians,Comedians,2006,100,42.51,31,,,,,,,
Celebrities,424,Ray Romano,n/a,n/a,n/a,Comedians,Comedians,2006,34,42.51,31,,,,,,,
Celebrities,425,Jay Leno,n/a,n/a,n/a,Comedians,Comedians,2006,32,42.51,31,,,,,,,
Celebrities,452,Dave Chappelle,n/a,n/a,n/a,Comedians,Comedians,2006,22,42.51,31,,,,,,,
Celebrities,456,Jim Carrey,n/a,n/a,n/a,Comedians,Comedians,2006,20,42.51,31,,,,,,,
Celebrities,458,Larry the Cable Guy,n/a,n/a,n/a,Comedians,Comedians,2006,19,42.51,31,,,,,,,
Celebrities,472,George Lopez,n/a,n/a,n/a,Comedians,Comedians,2006,12,42.51,31,,,,,,,
Celebrities,480,Eric Idle/Mike Nichols,n/a,n/a,n/a,Comedians,Comedians,2006,9,42.51,31,,,,,,,
Celebrities,392,Steven Spielberg,n/a,n/a,n/a,Directors/Producers,Directors/Producers,2006,332,42.51,127.5,,,,,,,
Celebrities,394,George Lucas,n/a,n/a,n/a,Directors/Producers,Directors/Producers,2006,235,42.51,127.5,,,,,,,
Celebrities,401,Jerry Bruckheimer,n/a,n/a,n/a,Directors/Producers,Directors/Producers,2006,84,42.51,127.5,,,,,,,
Celebrities,404,Dick Wolf,n/a,n/a,n/a,Directors/Producers,Directors/Producers,2006,70,42.51,127.5,,,,,,,
Celebrities,420,Peter Jackson,n/a,n/a,n/a,Directors/Producers,Directors/Producers,2006,39,42.51,127.5,,,,,,,
Celebrities,488,Mel Brooks,n/a,n/a,n/a,Directors/Producers,Directors/Producers,2006,5,42.51,127.5,,,,,,,
Celebrities,433,Gisele Bündchen,n/a,n/a,n/a,Models,Models,2006,30,42.51,12.25,,,,,,,
Celebrities,481,Kate Moss,n/a,n/a,n/a,Models,Models,2006,8,42.51,12.25,,,,,,,
Celebrities,485,Heidi Klum,n/a,n/a,n/a,Models,Models,2006,7,42.51,12.25,,,,,,,
Celebrities,490,Adriana Lima,n/a,n/a,n/a,Models,Models,2006,4,42.51,12.25,,,,,,,
Celebrities,396,U2,n/a,n/a,n/a,Musicians,Musicians,2006,110,42.51,46.93,,,,,,,
Celebrities,398,Rolling Stones,n/a,n/a,n/a,Musicians,Musicians,2006,90,42.51,46.93,,,,,,,
Celebrities,403,The Eagles,n/a,n/a,n/a,Musicians,Musicians,2006,70,42.51,46.93,,,,,,,
Celebrities,407,Andrew Lloyd Webber,n/a,n/a,n/a,Musicians,Musicians,2006,56,42.51,46.93,,,,,,,
Celebrities,408,Bruce Springsteen,n/a,n/a,n/a,Musicians,Musicians,2006,55,42.51,46.93,,,,,,,
Celebrities,415,50 Cent,n/a,n/a,n/a,Musicians,Musicians,2006,41,42.51,46.93,,,,,,,
Celebrities,416,Paul McCartney,n/a,n/a,n/a,Musicians,Musicians,2006,40,42.51,46.93,,,,,,,
Celebrities,418,Celine Dion,n/a,n/a,n/a,Musicians,Musicians,2006,40,42.51,46.93,,,,,,,
Celebrities,422,Neil Diamond,n/a,n/a,n/a,Musicians,Musicians,2006,35,42.51,46.93,,,,,,,
Celebrities,423,Elton John,n/a,n/a,n/a,Musicians,Musicians,2006,34,42.51,46.93,,,,,,,
Celebrities,429,Rod Stewart,n/a,n/a,n/a,Musicians,Musicians,2006,30,42.51,46.93,,,,,,,
Celebrities,431,Dave Matthews Band,n/a,n/a,n/a,Musicians,Musicians,2006,30,42.51,46.93,,,,,,,
Celebrities,464,Sean (Diddy) Combs,n/a,n/a,n/a,Musicians,Musicians,2006,16,42.51,46.93,,,,,,,
Celebrities,474,Jennifer Lopez,n/a,n/a,n/a,Musicians,Musicians,2006,10,42.51,46.93,,,,,,,
Celebrities,393,Howard Stern,n/a,n/a,n/a,Personalities,Personalities,2006,302,42.51,45.37,,,,,,,
Celebrities,395,Oprah Winfrey,n/a,n/a,n/a,Personalities,Personalities,2006,225,42.51,45.37,,,,,,,
Celebrities,412,Dr. Phil McGraw,n/a,n/a,n/a,Personalities,Personalities,2006,45,42.51,45.37,,,,,,,
Celebrities,413,Donald Trump,n/a,n/a,n/a,Personalities,Personalities,2006,44,42.51,45.37,,,,,,,
Celebrities,414,Simon Cowell,n/a,n/a,n/a,Personalities,Personalities,2006,43,42.51,45.37,,,,,,,
Celebrities,417,David Letterman,n/a,n/a,n/a,Personalities,Personalities,2006,40,42.51,45.37,,,,,,,
Celebrities,428,Rush Limbaugh,n/a,n/a,n/a,Personalities,Personalities,2006,30,42.51,45.37,,,,,,,
Celebrities,455,Regis Philbin,n/a,n/a,n/a,Personalities,Personalities,2006,21,42.51,45.37,,,,,,,
Celebrities,460,Tyra Banks,n/a,n/a,n/a,Personalities,Personalities,2006,18,42.51,45.37,,,,,,,
Celebrities,465,Wolfgang Puck,n/a,n/a,n/a,Personalities,Personalities,2006,16,42.51,45.37,,,,,,,
Celebrities,466,Katie Couric,n/a,n/a,n/a,Personalities,Personalities,2006,15,42.51,45.37,,,,,,,
Celebrities,471,Diane Sawyer,n/a,n/a,n/a,Personalities,Personalities,2006,12,42.51,45.37,,,,,,,
Celebrities,473,Ryan Seacrest,n/a,n/a,n/a,Personalities,Personalities,2006,12,42.51,45.37,,,,,,,
Celebrities,476,Emeril Lagasse,n/a,n/a,n/a,Personalities,Personalities,2006,10,42.51,45.37,,,,,,,
Celebrities,478,Bill O'Reilly,n/a,n/a,n/a,Personalities,Personalities,2006,9,42.51,45.37,,,,,,,
Celebrities,483,Paris Hilton,n/a,n/a,n/a,Personalities,Personalities,2006,7,42.51,45.37,,,,,,,
Celebrities,486,Rachael Ray,n/a,n/a,n/a,Personalities,Personalities,2006,6,42.51,45.37,,,,,,,
Celebrities,489,Mario Batali,n/a,n/a,n/a,Personalities,Personalities,2006,5,42.51,45.37,,,,,,,
Celebrities,491,Nicole Richie,n/a,n/a,n/a,Personalities,Personalities,2006,2,42.51,45.37,,,,,,,
Celebrities,410,Cast of The Sopranos,n/a,n/a,n/a,Television actors,Actors/Actresses,2006,52,42.51,24.29,,,,,,,
Celebrities,450,Kiefer Sutherland,n/a,n/a,n/a,Television actors,Actors/Actresses,2006,23,42.51,24.29,,,,,,,
Celebrities,487,Ty Pennington,n/a,n/a,n/a,Television actors,Actors/Actresses,2006,6,42.51,24.29,,,,,,,
Celebrities,419,The Olsen Twins,n/a,n/a,n/a,Television actresses,Actors/Actresses,2006,40,42.51,24.29,,,,,,,
Celebrities,468,Cast of Desperate Housewives,n/a,n/a,n/a,Television actresses,Actors/Actresses,2006,14,42.51,24.29,,,,,,,
Celebrities,470,Jessica Simpson,n/a,n/a,n/a,Television actresses,Actors/Actresses,2006,14,42.51,24.29,,,,,,,
Celebrities,496,Brad Pitt,n/a,n/a,n/a,Actors,Actors/Actresses,2007,35,31.73,22.48,,,,,,,
Celebrities,497,Johnny Depp,n/a,n/a,n/a,Actors,Actors/Actresses,2007,92,31.73,22.48,,,,,,,
Celebrities,499,Tom Cruise,n/a,n/a,n/a,Actors,Actors/Actresses,2007,31,31.73,22.48,,,,,,,
Celebrities,502,Tom Hanks,n/a,n/a,n/a,Actors,Actors/Actresses,2007,74,31.73,22.48,,,,,,,
Celebrities,519,Ben Stiller,n/a,n/a,n/a,Actors,Actors/Actresses,2007,38,31.73,22.48,,,,,,,
Celebrities,531,George Clooney,n/a,n/a,n/a,Actors,Actors/Actresses,2007,25,31.73,22.48,,,,,,,
Celebrities,536,Adam Sandler,n/a,n/a,n/a,Actors,Actors/Actresses,2007,30,31.73,22.48,,,,,,,
Celebrities,543,Matt Damon,n/a,n/a,n/a,Actors,Actors/Actresses,2007,24,31.73,22.48,,,,,,,
Celebrities,545,Vince Vaughn,n/a,n/a,n/a,Actors,Actors/Actresses,2007,25,31.73,22.48,,,,,,,
Celebrities,548,Will Smith,n/a,n/a,n/a,Actors,Actors/Actresses,2007,31,31.73,22.48,,,,,,,
Celebrities,553,Anthony Robbins,n/a,n/a,n/a,Actors,Actors/Actresses,2007,30,31.73,22.48,,,,,,,
Celebrities,570,Daniel Radcliffe,n/a,n/a,n/a,Actors,Actors/Actresses,2007,15,31.73,22.48,,,,,,,
Celebrities,505,Angelina Jolie,n/a,n/a,n/a,Actresses,Actors/Actresses,2007,20,31.73,22.48,,,,,,,
Celebrities,518,Nicole Kidman,n/a,n/a,n/a,Actresses,Actors/Actresses,2007,28,31.73,22.48,,,,,,,
Celebrities,535,Jennifer Aniston,n/a,n/a,n/a,Actresses,Actors/Actresses,2007,14,31.73,22.48,,,,,,,
Celebrities,554,Cate Blanchett,n/a,n/a,n/a,Actresses,Actors/Actresses,2007,13,31.73,22.48,,,,,,,
Celebrities,556,Sandra Bullock,n/a,n/a,n/a,Actresses,Actors/Actresses,2007,10,31.73,22.48,,,,,,,
Celebrities,559,Julia Roberts,n/a,n/a,n/a,Actresses,Actors/Actresses,2007,9,31.73,22.48,,,,,,,
Celebrities,562,Keira Knightley,n/a,n/a,n/a,Actresses,Actors/Actresses,2007,9,31.73,22.48,,,,,,,
Celebrities,563,Hilary Duff,n/a,n/a,n/a,Actresses,Actors/Actresses,2007,12,31.73,22.48,,,,,,,
Celebrities,568,Scarlett Johansson,n/a,n/a,n/a,Actresses,Actors/Actresses,2007,5,31.73,22.48,,,,,,,
Celebrities,571,Reese Witherspoon,n/a,n/a,n/a,Actresses,Actors/Actresses,2007,7,31.73,22.48,,,,,,,
Celebrities,585,Dakota Fanning,n/a,n/a,n/a,Actresses,Actors/Actresses,2007,4,31.73,22.48,,,,,,,
Celebrities,588,Emma Watson,n/a,n/a,n/a,Actresses,Actors/Actresses,2007,4,31.73,22.48,,,,,,,
Celebrities,540,J.K. Rowling,n/a,n/a,n/a,Authors,Authors,2007,32,31.73,13.33,,,,,,,
Celebrities,577,Dan Brown,n/a,n/a,n/a,Authors,Authors,2007,10,31.73,13.33,,,,,,,
Celebrities,581,Jack Welch,n/a,n/a,n/a,Authors,Authors,2007,11,31.73,13.33,,,,,,,
Celebrities,582,John Grisham,n/a,n/a,n/a,Authors,Authors,2007,9,31.73,13.33,,,,,,,
Celebrities,584,Rhonda Byrne,n/a,n/a,n/a,Authors,Authors,2007,12,31.73,13.33,,,,,,,
Celebrities,587,Mitch Albom,n/a,n/a,n/a,Authors,Authors,2007,6,31.73,13.33,,,,,,,
Celebrities,517,Jay Leno,n/a,n/a,n/a,Comedians,Comedians,2007,32,31.73,26.17,,,,,,,
Celebrities,533,Jerry Seinfeld,n/a,n/a,n/a,Comedians,Comedians,2007,60,31.73,26.17,,,,,,,
Celebrities,564,George Lopez,n/a,n/a,n/a,Comedians,Comedians,2007,26,31.73,26.17,,,,,,,
Celebrities,572,Larry the Cable Guy,n/a,n/a,n/a,Comedians,Comedians,2007,20,31.73,26.17,,,,,,,
Celebrities,580,Dane Cook,n/a,n/a,n/a,Comedians,Comedians,2007,9,31.73,26.17,,,,,,,
Celebrities,583,Jeff Foxworthy,n/a,n/a,n/a,Comedians,Comedians,2007,10,31.73,26.17,,,,,,,
Celebrities,501,Steven Spielberg,n/a,n/a,n/a,Directors/Producers,Directors/Producers,2007,110,31.73,70.8,,,,,,,
Celebrities,524,Brian Grazer/Ron Howard,n/a,n/a,n/a,Directors/Producers,Directors/Producers,2007,70,31.73,70.8,,,,,,,
Celebrities,530,Jerry Bruckheimer,n/a,n/a,n/a,Directors/Producers,Directors/Producers,2007,120,31.73,70.8,,,,,,,
Celebrities,547,Gore Verbinski,n/a,n/a,n/a,Directors/Producers,Directors/Producers,2007,37,31.73,70.8,,,,,,,
Celebrities,576,J.J. Abrams,n/a,n/a,n/a,Directors/Producers,Directors/Producers,2007,17,31.73,70.8,,,,,,,
Celebrities,544,Gisele Bündchen,n/a,n/a,n/a,Models,Models,2007,33,31.73,16.67,,,,,,,
Celebrities,565,Kate Moss,n/a,n/a,n/a,Models,Models,2007,9,31.73,16.67,,,,,,,
Celebrities,575,Heidi Klum,n/a,n/a,n/a,Models,Models,2007,8,31.73,16.67,,,,,,,
Celebrities,494,Madonna,n/a,n/a,n/a,Musicians,Musicians,2007,72,31.73,47.75,,,,,,,
Celebrities,495,Rolling Stones,n/a,n/a,n/a,Musicians,Musicians,2007,88,31.73,47.75,,,,,,,
Celebrities,498,Elton John,n/a,n/a,n/a,Musicians,Musicians,2007,53,31.73,47.75,,,,,,,
Celebrities,500,Jay-Z,n/a,n/a,n/a,Musicians,Musicians,2007,83,31.73,47.75,,,,,,,
Celebrities,509,Bon Jovi,n/a,n/a,n/a,Musicians,Musicians,2007,67,31.73,47.75,,,,,,,
Celebrities,511,Celine Dion,n/a,n/a,n/a,Musicians,Musicians,2007,45,31.73,47.75,,,,,,,
Celebrities,513,U2,n/a,n/a,n/a,Musicians,Musicians,2007,30,31.73,47.75,,,,,,,
Celebrities,523,50 Cent,n/a,n/a,n/a,Musicians,Musicians,2007,33,31.73,47.75,,,,,,,
Celebrities,525,Justin Timberlake,n/a,n/a,n/a,Musicians,Musicians,2007,20,31.73,47.75,,,,,,,
Celebrities,528,Tim McGraw,n/a,n/a,n/a,Musicians,Musicians,2007,37,31.73,47.75,,,,,,,
Celebrities,534,Sean (Diddy) Combs,n/a,n/a,n/a,Musicians,Musicians,2007,23,31.73,47.75,,,,,,,
Celebrities,573,Deepak Chopra,n/a,n/a,n/a,Musicians,Musicians,2007,22,31.73,47.75,,,,,,,
Celebrities,492,Oprah Winfrey,n/a,n/a,n/a,Personalities,Personalities,2007,260,31.73,35.37,,,,,,,
Celebrities,504,Howard Stern,n/a,n/a,n/a,Personalities,Personalities,2007,70,31.73,35.37,,,,,,,
Celebrities,508,David Letterman,n/a,n/a,n/a,Personalities,Personalities,2007,40,31.73,35.37,,,,,,,
Celebrities,510,Donald Trump,n/a,n/a,n/a,Personalities,Personalities,2007,32,31.73,35.37,,,,,,,
Celebrities,512,Simon Cowell,n/a,n/a,n/a,Personalities,Personalities,2007,45,31.73,35.37,,,,,,,
Celebrities,521,Dr. Phil McGraw,n/a,n/a,n/a,Personalities,Personalities,2007,30,31.73,35.37,,,,,,,
Celebrities,527,Rush Limbaugh,n/a,n/a,n/a,Personalities,Personalities,2007,33,31.73,35.37,,,,,,,
Celebrities,546,Bill Clinton,n/a,n/a,n/a,Personalities,Personalities,2007,7,31.73,35.37,,,,,,,
Celebrities,550,Judge Judy Sheindlin,n/a,n/a,n/a,Personalities,Personalities,2007,30,31.73,35.37,,,,,,,
Celebrities,552,Tyra Banks,n/a,n/a,n/a,Personalities,Personalities,2007,18,31.73,35.37,,,,,,,
Celebrities,555,Regis Philbin,n/a,n/a,n/a,Personalities,Personalities,2007,21,31.73,35.37,,,,,,,
Celebrities,557,Rachael Ray,n/a,n/a,n/a,Personalities,Personalities,2007,16,31.73,35.37,,,,,,,
Celebrities,558,Alan Greenspan,n/a,n/a,n/a,Personalities,Personalities,2007,16,31.73,35.37,,,,,,,
Celebrities,566,Barbara Walters,n/a,n/a,n/a,Personalities,Personalities,2007,12,31.73,35.37,,,,,,,
Celebrities,567,Ryan Seacrest,n/a,n/a,n/a,Personalities,Personalities,2007,14,31.73,35.37,,,,,,,
Celebrities,578,Emeril Lagasse,n/a,n/a,n/a,Personalities,Personalities,2007,9,31.73,35.37,,,,,,,
Celebrities,579,Wolfgang Puck,n/a,n/a,n/a,Personalities,Personalities,2007,13,31.73,35.37,,,,,,,
Celebrities,590,Paula Deen,n/a,n/a,n/a,Personalities,Personalities,2007,4,31.73,35.37,,,,,,,
Celebrities,591,Bobby Flay,n/a,n/a,n/a,Personalities,Personalities,2007,2,31.73,35.37,,,,,,,
Celebrities,503,Grey's Anatomy cast,n/a,n/a,n/a,Television actresses,Actors/Actresses,2007,33,31.73,22.48,,,,,,,
Celebrities,538,Cast of Desperate Housewives,n/a,n/a,n/a,Television actresses,Actors/Actresses,2007,16,31.73,22.48,,,,,,,
Celebrities,551,Jessica Simpson,n/a,n/a,n/a,Television actresses,Actors/Actresses,2007,7,31.73,22.48,,,,,,,
Celebrities,569,Jessica Alba,n/a,n/a,n/a,Television actresses,Actors/Actresses,2007,9,31.73,22.48,,,,,,,
Celebrities,589,Hayden Panettiere,n/a,n/a,n/a,Television actresses,Actors/Actresses,2007,2,31.73,22.48,,,,,,,
Celebrities,597,Johnny Depp,n/a,n/a,n/a,Actors,Actors/Actresses,2008,72,41.59,25.14,,,,,,,
Celebrities,601,Brad Pitt,n/a,n/a,n/a,Actors,Actors/Actresses,2008,20,41.59,25.14,,,,,,,
Celebrities,602,Will Smith,n/a,n/a,n/a,Actors,Actors/Actresses,2008,80,41.59,25.14,,,,,,,
Celebrities,620,Bruce Willis,n/a,n/a,n/a,Actors,Actors/Actresses,2008,41,41.59,25.14,,,,,,,
Celebrities,622,Tom Cruise,n/a,n/a,n/a,Actors,Actors/Actresses,2008,13,41.59,25.14,,,,,,,
Celebrities,635,Leonardo DiCaprio,n/a,n/a,n/a,Actors,Actors/Actresses,2008,45,41.59,25.14,,,,,,,
Celebrities,640,Nicolas Cage,n/a,n/a,n/a,Actors,Actors/Actresses,2008,38,41.59,25.14,,,,,,,
Celebrities,642,Matt Damon,n/a,n/a,n/a,Actors,Actors/Actresses,2008,21,41.59,25.14,,,,,,,
Celebrities,646,Ben Stiller,n/a,n/a,n/a,Actors,Actors/Actresses,2008,40,41.59,25.14,,,,,,,
Celebrities,655,Daniel Radcliffe,n/a,n/a,n/a,Actors,Actors/Actresses,2008,25,41.59,25.14,,,,,,,
Celebrities,683,Zac Efron,n/a,n/a,n/a,Actors,Actors/Actresses,2008,5.8,41.59,25.14,,,,,,,
Celebrities,594,Angelina Jolie,n/a,n/a,n/a,Actresses,Actors/Actresses,2008,14,41.59,25.14,,,,,,,
Celebrities,605,Cameron Diaz,n/a,n/a,n/a,Actresses,Actors/Actresses,2008,50,41.59,25.14,,,,,,,
Celebrities,608,Jennifer Aniston,n/a,n/a,n/a,Actresses,Actors/Actresses,2008,27,41.59,25.14,,,,,,,
Celebrities,638,Keira Knightley,n/a,n/a,n/a,Actresses,Actors/Actresses,2008,32,41.59,25.14,,,,,,,
Celebrities,648,Nicole Kidman,n/a,n/a,n/a,Actresses,Actors/Actresses,2008,13,41.59,25.14,,,,,,,
Celebrities,651,Reese Witherspoon,n/a,n/a,n/a,Actresses,Actors/Actresses,2008,25,41.59,25.14,,,,,,,
Celebrities,658,Gwyneth Paltrow,n/a,n/a,n/a,Actresses,Actors/Actresses,2008,25,41.59,25.14,,,,,,,
Celebrities,668,Cate Blanchett,n/a,n/a,n/a,Actresses,Actors/Actresses,2008,12,41.59,25.14,,,,,,,
Celebrities,600,J.K. Rowling,n/a,n/a,n/a,Authors,Authors,2008,300,41.59,107.5,,,,,,,
Celebrities,625,Stephen King,n/a,n/a,n/a,Authors,Authors,2008,45,41.59,107.5,,,,,,,
Celebrities,649,James Patterson,n/a,n/a,n/a,Authors,Authors,2008,50,41.59,107.5,,,,,,,
Celebrities,666,Tom Clancy,n/a,n/a,n/a,Authors,Authors,2008,35,41.59,107.5,,,,,,,
Celebrities,616,Jerry Seinfeld,n/a,n/a,n/a,Comedians,Comedians,2008,85,41.59,29.6,,,,,,,
Celebrities,623,Jay Leno,n/a,n/a,n/a,Comedians,Comedians,2008,32,41.59,29.6,,,,,,,
Celebrities,677,Drew Carey,n/a,n/a,n/a,Comedians,Comedians,2008,12,41.59,29.6,,,,,,,
Celebrities,678,Steve Carell,n/a,n/a,n/a,Comedians,Comedians,2008,5,41.59,29.6,,,,,,,
Celebrities,681,Howie Mandel,n/a,n/a,n/a,Comedians,Comedians,2008,14,41.59,29.6,,,,,,,
Celebrities,604,Steven Spielberg,n/a,n/a,n/a,Directors/Producers,Directors/Producers,2008,130,41.59,95.4,,,,,,,
Celebrities,633,Tyler Perry,n/a,n/a,n/a,Directors/Producers,Directors/Producers,2008,125,41.59,95.4,,,,,,,
Celebrities,637,George Lucas,n/a,n/a,n/a,Directors/Producers,Directors/Producers,2008,50,41.59,95.4,,,,,,,
Celebrities,639,Jerry Bruckheimer,n/a,n/a,n/a,Directors/Producers,Directors/Producers,2008,145,41.59,95.4,,,,,,,
Celebrities,673,Judd Apatow,n/a,n/a,n/a,Directors/Producers,Directors/Producers,2008,27,41.59,95.4,,,,,,,
Celebrities,657,Gisele Bündchen,n/a,n/a,n/a,Models,Models,2008,35,41.59,17.38,,,,,,,
Celebrities,664,Katherine Heigl,n/a,n/a,n/a,Models,Models,2008,13,41.59,17.38,,,,,,,
Celebrities,669,Heidi Klum,n/a,n/a,n/a,Models,Models,2008,14,41.59,17.38,,,,,,,
Celebrities,674,Kate Moss,n/a,n/a,n/a,Models,Models,2008,7.5,41.59,17.38,,,,,,,
Celebrities,595,Beyonce Knowles,n/a,n/a,n/a,Musicians,Musicians,2008,80,41.59,44.53,,,,,,,
Celebrities,598,Jay-Z,n/a,n/a,n/a,Musicians,Musicians,2008,82,41.59,44.53,,,,,,,
Celebrities,599,The Police,n/a,n/a,n/a,Musicians,Musicians,2008,115,41.59,44.53,,,,,,,
Celebrities,603,Justin Timberlake,n/a,n/a,n/a,Musicians,Musicians,2008,44,41.59,44.53,,,,,,,
Celebrities,612,Madonna,n/a,n/a,n/a,Musicians,Musicians,2008,40,41.59,44.53,,,,,,,
Celebrities,617,50 Cent,n/a,n/a,n/a,Musicians,Musicians,2008,150,41.59,44.53,,,,,,,
Celebrities,618,Kanye West,n/a,n/a,n/a,Musicians,Musicians,2008,30,41.59,44.53,,,,,,,
Celebrities,619,Celine Dion,n/a,n/a,n/a,Musicians,Musicians,2008,40,41.59,44.53,,,,,,,
Celebrities,624,Sean (Diddy) Combs,n/a,n/a,n/a,Musicians,Musicians,2008,35,41.59,44.53,,,,,,,
Celebrities,626,Miley Cyrus,n/a,n/a,n/a,Musicians,Musicians,2008,25,41.59,44.53,,,,,,,
Celebrities,641,Spice Girls,n/a,n/a,n/a,Musicians,Musicians,2008,21,41.59,44.53,,,,,,,
Celebrities,644,Bon Jovi,n/a,n/a,n/a,Musicians,Musicians,2008,25,41.59,44.53,,,,,,,
Celebrities,645,Jennifer Lopez,n/a,n/a,n/a,Musicians,Musicians,2008,7,41.59,44.53,,,,,,,
Celebrities,654,Gwen Stefani,n/a,n/a,n/a,Musicians,Musicians,2008,27,41.59,44.53,,,,,,,
Celebrities,656,Alicia Keys,n/a,n/a,n/a,Musicians,Musicians,2008,15,41.59,44.53,,,,,,,
Celebrities,670,Carrie Underwood,n/a,n/a,n/a,Musicians,Musicians,2008,9,41.59,44.53,,,,,,,
Celebrities,680,Jonas Brothers,n/a,n/a,n/a,Musicians,Musicians,2008,12,41.59,44.53,,,,,,,
Celebrities,592,Oprah Winfrey,n/a,n/a,n/a,Personalities,Personalities,2008,275,41.59,42.58,,,,,,,
Celebrities,606,David Letterman,n/a,n/a,n/a,Personalities,Personalities,2008,45,41.59,42.58,,,,,,,
Celebrities,613,Simon Cowell,n/a,n/a,n/a,Personalities,Personalities,2008,72,41.59,42.58,,,,,,,
Celebrities,621,Dr. Phil McGraw,n/a,n/a,n/a,Personalities,Personalities,2008,40,41.59,42.58,,,,,,,
Celebrities,631,Judge Judy Sheindlin,n/a,n/a,n/a,Personalities,Personalities,2008,45,41.59,42.58,,,,,,,
Celebrities,632,Howard Stern,n/a,n/a,n/a,Personalities,Personalities,2008,70,41.59,42.58,,,,,,,
Celebrities,636,Donald Trump,n/a,n/a,n/a,Personalities,Personalities,2008,30,41.59,42.58,,,,,,,
Celebrities,650,Rush Limbaugh,n/a,n/a,n/a,Personalities,Personalities,2008,33,41.59,42.58,,,,,,,
Celebrities,653,Ryan Seacrest,n/a,n/a,n/a,Personalities,Personalities,2008,31,41.59,42.58,,,,,,,
Celebrities,659,Tyra Banks,n/a,n/a,n/a,Personalities,Personalities,2008,23,41.59,42.58,,,,,,,
Celebrities,662,Ellen DeGeneres,n/a,n/a,n/a,Personalities,Personalities,2008,20,41.59,42.58,,,,,,,
Celebrities,665,Regis Philbin,n/a,n/a,n/a,Personalities,Personalities,2008,21,41.59,42.58,,,,,,,
Celebrities,667,Rachael Ray,n/a,n/a,n/a,Personalities,Personalities,2008,18,41.59,42.58,,,,,,,
Celebrities,671,Jon Stewart,n/a,n/a,n/a,Personalities,Personalities,2008,14,41.59,42.58,,,,,,,
Celebrities,682,Wolfgang Puck,n/a,n/a,n/a,Personalities,Personalities,2008,16,41.59,42.58,,,,,,,
