Occupation,S.NO,Name,Nationality,Current Rank,Previous Year Rank,Category,Year,earnings
Athlete,1,Mike Tyson,USA,1,,boxing,1990,28.6
Athlete,2,Buster Douglas,USA,2,,boxing,1990,26
Athlete,3,Sugar Ray Leonard,USA,3,,boxing,1990,13
Athlete,4,Ayrton Senna,Brazil,4,,auto racing,1990,10
Athlete,5,Alain Prost,France,5,,auto racing,1990,9
Athlete,6,Jack Nicklaus,USA,6,,golf,1990,8.6
Athlete,7,Greg Norman,Australia,7,,golf,1990,8.5
Athlete,8,Michael Jordan,USA,8,,basketball,1990,8.1
Athlete,9,Arnold Palmer,USA,8,,golf,1990,8.1
Athlete,10,Evander Holyfield,USA,8,,boxing,1990,8.1
Athlete,11,Evander Holyfield,USA,1,8,boxing,1991,60.5
Athlete,12,Mike Tyson,USA,2,1,boxing,1991,31.5
Athlete,13,Michael Jordan,USA,3,8,basketball,1991,16
Athlete,14,George Foreman,USA,4,>30,boxing,1991,14.5
Athlete,15,Ayrton Senna,Brazil,5,4,auto racing,1991,13
Athlete,16,Alain Prost,France,6,5,auto racing,1991,11
Athlete,17,"Donovan ""Razor"" Ruddock",Canada,7,>30,boxing,1991,10.2
Athlete,18,Arnold Palmer,USA,8,8,golf,1991,9.3
Athlete,19,Nigel Mansell,UK,9,12,auto racing,1991,9
Athlete,20,Sugar Ray Leonard,USA,10,6,golf,1991,8.5
Athlete,21,Michael Jordan,USA,1,3,Basketball,1992,35.9
Athlete,22,Evander Holyfield,USA,2,1,Boxing,1992,28
Athlete,23,Ayrton Senna,Brazil,3,5,Auto Racing,1992,22
Athlete,24,Nigel Mansell,UK,4,9,Auto Racing,1992,14.5
Athlete,25,Arnold Palmer,USA,5,8,Golf,1992,11.1
Athlete,26,Andre Agassi,USA,6,17,Tennis,1992,11
Athlete,27,Joe Montana,USA,7,13,NFL,1992,9.5
Athlete,28,Sugar Ray Leonard,USA,8,10,Golf,1992,9.2
Athlete,29,Jim Courier,USA,9,>40,Tennis,1992,9
Athlete,30,Monica Seles,USA,10,12,Tennis,1992,8.5
Athlete,31,Michael Jordan,USA,1,1,Basketball,1993,36
Athlete,32,Riddick Bowe,USA,2,>40,Boxing,1993,25
Athlete,33,Ayrton Senna,Brazil,3,3,Auto racing,1993,18.5
Athlete,34,Alain Prost,France,4,>40,Auto Racing,1993,16
Athlete,35,George Foreman,USA,5,19,Boxing,1993,15.8
Athlete,36,Shaquille O'Neal,USA,6,>40,NBA,1993,15.2
Athlete,37,Lennox Lewis,USA,7,>40,Boxing,1993,15
Athlete,38,Cecil Fielder,USA,8,40,Baseball,1993,12.7
Athlete,39,Jim Courier,USA,9,9,Tennis,1993,12.6
Athlete,40,Joe Montana,USA,10,7,NFL,1993,11.5
Athlete,41,Michael Jordan,USA,1,1,Basketball,1994,30
Athlete,42,Shaq O'Neal,USA,2,6,Basketball,1994,16.7
Athlete,43,Jack Nicklaus,USA,3,13,Golf,1994,14.8
Athlete,44,Arnold Palmer,USA,4,11,Golf,1994,13.6
Athlete,45,Gerhard Berger,Austria,5,30,Auto Racing,1994,13.5
Athlete,46,Wayne Gretzky,Canada,5,22,Ice Hockey,1994,13.5
Athlete,47,Michael Moorer,USA,7,>40,Boxing,1994,12.1
Athlete,48,Evander Holyfield,USA,8,12,Boxing,1994,12
Athlete,49,Andre Agassi,USA,9,20,Tennis,1994,11.4
Athlete,50,Nigel Mansell,UK,10,19,Auto Racing,1994,11.3
Athlete,51,Michael Jordan,USA,1,1,basketball,1995,43.9
Athlete,52,Mike Tyson,USA,2,not ranked,boxing,1995,40
Athlete,53,Deion Sanders,USA,3,38,American Football / Baseball,1995,22.5
Athlete,54,Riddick Bowe,USA,4,not ranked,boxing,1995,22.2
Athlete,55,Shaquille O'Neal,USA,5,2,basketball,1995,21.9
Athlete,56,George Foreman,USA,6,15,boxing,1995,18
Athlete,57,Andre Agassi,USA,7,9,tennis,1995,16
Athlete,58,Sugar Ray Leonard,USA,8,3,golf,1995,15.1
Athlete,59,Michael Schumacher,Germany,9,30,auto racing,1995,15
Athlete,60,Wayne Gretzky,Canada,10,5,ice hockey,1995,14.5
Athlete,61,Mike Tyson,USA,1,2,Boxing,1996,75
Athlete,62,Michael Jordan,USA,2,1,Basketball,1996,52.6
Athlete,63,Michael Schumacher,Germany,3,9,F1 Motorsports,1996,33
Athlete,64,Shaquille O'Neal,USA,4,5,Basketball,1996,24.4
Athlete,65,Emmit Smith,USA,5,not ranked,NFL,1996,16.5
Athlete,66,Evander Holyfield,USA,6,14,Boxing,1996,15.5
Athlete,67,Andre Agassi,USA,7,7,Tennis,1996,15.2
Athlete,68,Arnold Palmer,USA,8,11,Golf,1996,15.1
Athlete,69,Dennis Rodman,USA,9,not ranked,Basketball,1996,12.9
Athlete,70,Patrick Ewing,USA,9,19,Basketball,1996,12.9
Athlete,71,Michael Jordan,USA,1,2,Basketball,1997,78.3
Athlete,72,Evander Holyfield,USA,2,6,Boxing,1997,54.3
Athlete,73,Oscar De La Hoya,USA,3,17,Boxing,1997,38
Athlete,74,Michael Schumacher,Germany,4,3,F1 Motorsports,1997,35
Athlete,75,Mike Tyson,USA,5,1,Boxing,1997,27
Athlete,76,Tiger Woods,USA,6,26,Golf,1997,26.1
Athlete,77,Shaquille O'Neal,USA,7,4,Basketball,1997,25.4
Athlete,78,Dale Earnhardt,USA,8,20,NASCAR,1997,19.1
Athlete,79,Joe Sakic,Canada,9,none,Hockey,1997,17.9
Athlete,80,Grant Hill,USA,10,18,Basketball,1997,17
Athlete,81,Michael Jordan,USA,1,,Basketball,1998,69
Athlete,82,Michael Schumacher,Germany,2,,F1 Motorsports,1998,38
Athlete,83,Sergei Federov,Russia,3,,Ice Hockey,1998,29.8
Athlete,84,Tiger Woods,USA,4,,Golf,1998,26.8
Athlete,85,Dale Earnhardt,USA,5,,NASCAR,1998,24.1
Athlete,86,Grant Hill,USA,6,,Basketball,1998,21.6
Athlete,87,Oscar De La Hoya,USA,7,,Boxing,1998,18.5
Athlete,88,Patrick Ewing,USA,8,,Basketball,1998,18.3
Athlete,89,Arnold Palmer,USA,9,,Golf,1998,18.1
Athlete,90,Gary Sheffield,USA,10,,Baseball,1998,17.2
Athlete,91,Michael Schumacher,Germany,1,2,Auto Racing,1999,49
Athlete,92,Tiger Woods,USA,2,4,Golf,1999,47
Athlete,93,Oscar De La Hoya,USA,3,7,Boxing,1999,43.5
Athlete,94,Michael Jordan,USA,4,1,Basketball,1999,40
Athlete,95,Evander Holyfield,USA,5,>10,Boxing,1999,35.5
Athlete,96,Mike Tyson,USA,6,>10,Boxing,1999,33
Athlete,97,Shaq O'Neal,USA,7,>10,Basketball,1999,31
Athlete,98,Lennox Lewis,USA,8,>10,Boxing,1999,29
Athlete,99,Dale Earnhardt,USA,9,5,Auto Racing,1999,26.5
Athlete,100,Grant Hill,USA,10,6,Basketball,1999,23
Athlete,101,Michael Schumacher,Germany,1,1,Auto Racing,2000,59
Athlete,102,Tiger Woods,USA,2,2,Golf,2000,53
Athlete,103,Mike Tyson,USA,3,6,Boxing,2000,48
Athlete,104,Michael Jordan,USA,4,4,Basketball,2000,37
Athlete,105,Grant Hill,USA,5,10,Basketball,2000,26
Athlete,106,Dale Earnhardt,USA,6,9,Auto Racing (Nascar),2000,24.5
Athlete,107,Shaq O'Neal,USA,7,7,Basketball,2000,24
Athlete,108,Lennox Lewis,USA,8,8,Boxing,2000,23
Athlete,109,Oscar De La Hoya,USA,9,3,Boxing,2000,23
Athlete,110,Kevin Garnett,USA,10,>10,Basketball,2000,21
Athlete,111,Tiger Woods,USA,1,2,Golf,2002,69
Athlete,112,Michael Schumacher,Germany,2,1,F1 Motorsports,2002,67
Athlete,113,Michael Jordan,USA,3,4,Basketball,2002,36
Athlete,114,Lennox Lewis,USA,4,8,Boxing,2002,28
Athlete,115,Grant Hill,USA,5,5,Basketball,2002,24
Athlete,116,Shaquille O'Neal,USA,5,7,Basketball,2002,24
Athlete,117,Mike Tyson,USA,7,3,Boxing,2002,23
Athlete,118,Kevin Garnett,USA,7,10,Basketball,2002,23
Athlete,119,Kobe Bryant,USA,9,>10,Basketball,2002,22
Athlete,120,Jacques Villeneuve,Canada,10,>10,Auto Racing,2002,20
Athlete,121,Jeff Gordon,USA,10,>10,Auto Racing (Nascar),2002,20
Athlete,122,Tiger Woods,USA,1,1,Golf,2003,78
Athlete,123,Michael Schumacher,Germany,2,2,F1 Motorsports,2003,75
Athlete,124,Michael Jordan,USA,3,3,Basketball,2003,35
Athlete,125,Shaq O'Neal,USA,4,5,Basketball,2003,30.5
Athlete,126,Oscar De La Hoya,USA,5,>10,Boxing,2003,30
Athlete,127,Kevin Garnett,USA,6,7,Basketball,2003,28
Athlete,128,Alex Rodriguez,USA,7,>10,Baseball,2003,26
Athlete,129,Grant Hill,USA,8,5,Basketball,2003,25.5
Athlete,130,Andre Agassi,USA,9,>10,Tennis,2003,24
Athlete,131,Jacques Villeneuve,Canada,10,10,Auto Racing,2003,23
Athlete,132,Tiger Woods,USA,1,1,golf,2004,80.3
Athlete,133,Michael Schumacher,Germany,2,2,F1 racing,2004,80
Athlete,134,Peyton Manning,USA,3,>10,American Football,2004,42
Athlete,135,Michael Jordan,USA,4,3,basketball,2004,35
Athlete,136,Shaquille O'Neal,USA,5,4,basketball,2004,31.9
Athlete,137,Kevin Garnett,USA,6,6,basketball,2004,29.7
Athlete,138,Andre Agassi,USA,7,9,tennis,2004,28.2
Athlete,139,David Beckham,UK,8,>10,soccer,2004,28
Athlete,140,Alex Rodriguez,USA,9,7,baseball,2004,26.2
Athlete,141,Kobe Bryant,USA,10,>10,basketball,2004,26.1
Athlete,142,Tiger Woods,USA,1,1,golf,2005,87
Athlete,143,Michael Schumacher,Germany,2,2,F1 racing,2005,60
Athlete,144,Oscar De La Hoya,USA,3,>10,boxing,2005,38
Athlete,145,Michael Vick,USA,4,>10,American Football,2005,37.5
Athlete,146,Shaquille O'Neal,USA,5,5,basketball,2005,33.4
Athlete,147,Michael Jordan,USA,6,4,basketball,2005,33
Athlete,148,David Beckham,UK,7,8,soccer,2005,32.5
Athlete,149,Kobe Bryant,USA,8,10,basketball,2005,28.8
Athlete,150,Lance Armstrong,USA,9,>10,cycling,2005,28
Athlete,151,Valentino Rossi,Italy,9,>10,motorcycle gp,2005,28
Athlete,152,Tiger Woods,USA,1,1,golf,2006,90
Athlete,153,Michael Schumacher,Germany,2,2,F1 racing,2006,58
Athlete,154,Muhammad Ali,USA,3,>10,boxing,2006,55
Athlete,155,Phil Mickelson,USA,4,>10,golf,2006,47
Athlete,156,Michael Jordan,USA,5,6,basketball,2006,32
Athlete,157,Kobe Bryant,USA,6,8,basketball,2006,31
Athlete,158,Shaquille O'Neal,USA,7,5,basketball,2006,30
Athlete,159,Valentino Rossi,Italy,8,9,motorcycle gp,2006,30
Athlete,160,Alex Rodriguez,USA,9,>10,baseball,2006,29
Athlete,161,Tom Brady,USA,9,>10,American Football,2006,29
Athlete,162,Tiger Woods,USA,1,1,golf,2007,100
Athlete,163,Oscar De La Hoya,USA,2,>10,boxing,2007,43
Athlete,164,Phil Mickelson,USA,3,4,golf,2007,42
Athlete,165,Kimi Raikkonen,Finland,4,>10,F1 racing,2007,40
Athlete,166,Michael Schumacher,Germany,5,2,F1 racing,2007,36
Athlete,167,David Beckham,UK,6,>10,soccer,2007,33
Athlete,168,Kobe Bryant,USA,6,>10,basketball,2007,33
Athlete,169,Shaquille O'Neal,USA,8,7,basketball,2007,32
Athlete,170,Ronaldinho,Brazil,9,>10,soccer,2007,31
Athlete,171,Michael Jordan,USA,9,5,basketball,2007,31
Athlete,172,Tiger Woods,USA,1,1,golf,2008,115
Athlete,173,David Beckham,UK,2,6,soccer,2008,50
Athlete,174,Michael Jordan,USA,3,9,basketball,2008,45
Athlete,175,Phil Mickelson,USA,3,3,golf,2008,45
Athlete,176,Kimi Raikkonen,Finland,5,4,F1 racing,2008,44
Athlete,177,Kobe Bryant,USA,6,7,basketball,2008,39
Athlete,178,LeBron James,USA,7,>10,basketball,2008,38
Athlete,179,Ronaldinho,Brazil,8,9,soccer,2008,37
Athlete,180,Valentino Rossi,Italy,9,>10,motorcycle gp,2008,35
Athlete,181,Roger Federer,Switzerland,9,>10,tennis,2008,35
Athlete,182,Tiger Woods,USA,1,1,golf,2009,110
Athlete,183,Kobe Bryant,USA,2,6,basketball,2009,45
Athlete,184,Michael Jordan,USA,2,3,basketball,2009,45
Athlete,185,Kimi Raikkonen,Finland,2,5,F1 racing,2009,45
Athlete,186,David Beckham,UK,5,2,soccer,2009,42
Athlete,187,LeBron James,USA,6,7,basketball,2009,40
Athlete,188,Phil Mickelson,USA,6,3,golf,2009,40
Athlete,189,Manny Pacquiao,Philippines,6,>10,boxing,2009,40
Athlete,190,Valentino Rossi,Italy,9,9,motorcycle gp,2009,35
Athlete,191,Dale Earnhardt Jr.,USA,10,>10,NASCAR,2009,34
Athlete,192,Tiger Woods,USA,1,1,golf,2010,105
Athlete,193,Floyd Mayweather,USA,2,>10,boxing,2010,65
Athlete,194,Kobe Bryant,USA,3,2,basketball,2010,48
Athlete,195,Phil Mickelson,USA,4,6,golf,2010,46
Athlete,196,David Beckham,UK,5,5,soccer,2010,43.7
Athlete,197,Roger Federer,Switzerland,6,>10,tennis,2010,43
Athlete,198,LeBron James,USA,7,6,basketball,2010,42.8
Athlete,199,Manny Pacquiao,Philippines,8,6,boxing,2010,42
Athlete,200,Eli Manning,USA,9,>10,American Football,2010,39.9
Athlete,201,Terrell Suggs,USA,10,>10,American Football,2010,38.3
Athlete,202,Tiger Woods,USA,1,1,golf,2011,75
Athlete,203,Kobe Bryant,USA,2,3,basketball,2011,53
Athlete,204,LeBron James,USA,3,7,basketball,2011,48
Athlete,205,Roger Federer,Switzerland,4,6,tennis,2011,47
Athlete,206,Phil Mickelson,USA,5,4,golf,2011,46.5
Athlete,207,David Beckham,UK,6,5,soccer,2011,40
Athlete,208,Cristiano Ronaldo,Portugal,7,13,soccer,2011,38
Athlete,209,Alex Rodriguez,Dominican,8,12,baseball,2011,35
Athlete,210,Michael Schumacher,Germany,9,>20,F1 racing,2011,34
Athlete,211,Lionel Messi,Argentina,10,>20,soccer,2011,32.3
Athlete,212,Floyd Mayweather,USA,1,?,Boxing,2012,85
Athlete,213,Manny Pacquiao,Filipino,2,24,Boxing,2012,62
Athlete,214,Tiger Woods,USA,3,1,Golf,2012,59.4
Athlete,215,LeBron James,USA,4,3,Basketball,2012,53
Athlete,216,Roger Federer,Switzerland,5,4,Tennis,2012,52.7
Athlete,217,Kobe Bryant,USA,6,2,Basketball,2012,52.3
Athlete,218,Phil Mickelson,USA,7,5,Golf,2012,47.8
Athlete,219,David Beckham,UK,8,6,Soccer,2012,46
Athlete,220,Cristiano Ronaldo,Portugal,9,21,Soccer,2012,42.5
Athlete,221,Peyton Manning,USA,10,7,American Football,2012,42.4
Athlete,222,Tiger Woods,USA,1,3,Golf,2013,78.1
Athlete,223,Roger Federer,Switzerland,2,5,Tennis,2013,71.5
Athlete,224,Kobe Bryant,USA,3,6,Basketball,2013,61.9
Athlete,225,LeBron James,USA,4,4,Basketball,2013,59.8
Athlete,226,Drew Brees,USA,5,?,American Football,2013,51
Athlete,227,Aaron Rodgers,USA,6,?,American Football,2013,49
Athlete,228,Phil Mickelson,USA,7,7,Golf,2013,48.7
Athlete,229,David Beckham,UK,8,8,Soccer,2013,47.2
Athlete,230,Cristiano Ronaldo,Portugal,9,9,Soccer,2013,44
Athlete,231,Lionel Messi,Argentina,10,11,Soccer,2013,41.3
Athlete,232,Floyd Mayweather,USA,1,14,Boxing,2014,105
Athlete,233,Cristiano Ronaldo,Portugal,2,9,Soccer,2014,80
Athlete,234,LeBron James,USA,3,4,Basketball,2014,72.3
Athlete,235,Lionel Messi,Argentina,4,10,Soccer,2014,64.7
Athlete,236,Kobe Bryant,USA,5,3,Basketball,2014,61.5
Athlete,237,Tiger Woods,USA,6,1,Golf,2014,61.2
Athlete,238,Roger Federer,Switzerland,7,2,Tennis,2014,56.2
Athlete,239,Phil Mickelson,USA,8,7,Golf,2014,53.2
Athlete,240,Rafael Nadal,Spain,9,>14,Tennis,2014,44.5
Athlete,241,Matt Ryan,USA,10,>100,American Football,2014,43.8
Athlete,242,Floyd Mayweather,USA,1,1,Boxing,2015,300
Athlete,243,Manny Pacquiao,Philippines,2,11,Boxing,2015,160
Athlete,244,Cristiano Ronaldo,Portugal,3,2,Soccer,2015,79.6
Athlete,245,Lionel Messi,Argentina,4,4,Soccer,2015,73.8
Athlete,246,Roger Federer,Switzerland,5,7,Tennis,2015,67
Athlete,247,LeBron James,USA,6,3,Basketball,2015,64.8
Athlete,248,Kevin Durant,USA,7,20,Basketball,2015,54.2
Athlete,249,Phil Mickelson,USA,8,8,Golf,2015,50.8
Athlete,250,Tiger Woods,USA,9,6,Golf,2015,50.6
Athlete,251,Kobe Bryant,USA,10,5,Basketball,2015,49.5
Athlete,252,Cristiano Ronaldo,Portugal,1,3,Soccer,2016,88
Athlete,253,Lionel Messi,Argentina,2,4,Soccer,2016,81.4
Athlete,254,LeBron James,USA,3,6,Basketball,2016,77.2
Athlete,255,Roger Federer,Switzerland,4,5,Tennis,2016,67.8
Athlete,256,Kevin Durant,USA,5,7,Basketball,2016,56.2
Athlete,257,Novak Djokovic,Serbia,6,13,Tennis,2016,55.8
Athlete,258,Cam Newton,USA,7,>20,American Football,2016,53.1
Athlete,259,Phil Mickelson,USA,8,8,Golf,2016,52.9
Athlete,260,Jordan Spieth,USA,9,>20,Golf,2016,52.8
Athlete,261,Kobe Bryant,USA,10,10,Basketball,2016,50
Athlete,262,Cristiano Ronaldo,Portugal,1,1,Soccer,2017,93
Athlete,263,LeBron James,USA,2,3,Basketball,2017,86.2
Athlete,264,Lionel Messi,Argentina,3,2,Soccer,2017,80
Athlete,265,Roger Federer,Switzerland,4,4,Tennis,2017,64
Athlete,266,Kevin Durant,USA,5,5,Basketball,2017,60.6
Athlete,267,Andrew Luck,USA,6,,American Football,2017,50
Athlete,268,Rory McIlroy,Northern Ireland,6,17,Golf,2017,50
Athlete,269,Stephen Curry,USA,8,,Basketball,2017,47.3
Athlete,270,James Harden,USA,9,,Basketball,2017,46.6
Athlete,271,Lewis Hamilton,UK,10,,auto racing,2017,46
Athlete,272,Floyd Mayweather,USA,1,>100,Boxing,2018,285
Athlete,273,Lionel Messi,Argentina,2,3,Soccer,2018,111
Athlete,274,Cristiano Ronaldo,Portugal,3,1,Soccer,2018,108
Athlete,275,Conor McGregor,Ireland,4,24,MMA,2018,99
Athlete,276,Neymar,Brazil,5,18,Soccer,2018,90
Athlete,277,LeBron James,USA,6,2,Basketball,2018,85.5
Athlete,278,Roger Federer,Switzerland,7,4,Tennis,2018,77.2
Athlete,279,Stephen Curry,USA,8,8,Basketball,2018,76.9
Athlete,280,Matt Ryan,USA,9,>100,American Football,2018,67.3
Athlete,281,Matthew Stafford,USA,10,>100,American Football,2018,59.5
Athlete,282,Lionel Messi,Argentina,1,2,Soccer,2019,127
Athlete,283,Cristiano Ronaldo,Portugal,2,3,Soccer,2019,109
Athlete,284,Neymar,Brazil,3,5,Soccer,2019,105
Athlete,285,Canelo Alvarez,Mexico,4,15,Boxing,2019,94
Athlete,286,Roger Federer,Switzerland,5,7,Tennis,2019,93.4
Athlete,287,Russell Wilson,USA,6,??,American Football,2019,89.5
Athlete,288,Aaron Rogers,USA,7,??,American Football,2019,89.3
Athlete,289,LeBron James,USA,8,6,Basketball,2019,89
Athlete,290,Stephen Curry,USA,9,8,Basketball,2019,79.8
Athlete,291,Kevin Durant,USA,10,11,Basketball,2019,65.4
Celebrity,292,Oprah Winfrey,n/a,n/a,n/a,Personalities,2005,225
Celebrity,293,Tiger Woods,n/a,n/a,n/a,Athletes,2005,87
Celebrity,294,Mel Gibson,n/a,n/a,n/a,Actors,2005,185
Celebrity,295,George Lucas,n/a,n/a,n/a,Directors/Producers,2005,290
Celebrity,296,Shaquille O'Neal,n/a,n/a,n/a,Athletes,2005,33.4
Celebrity,297,Steven Spielberg,n/a,n/a,n/a,Directors/Producers,2005,80
Celebrity,298,Johnny Depp,n/a,n/a,n/a,Actors,2005,37
Celebrity,299,Madonna,n/a,n/a,n/a,Musicians,2005,50
Celebrity,300,Elton John,n/a,n/a,n/a,Musicians,2005,44
Celebrity,301,Tom Cruise,n/a,n/a,n/a,Actors,2005,31
Celebrity,302,Brad Pitt,n/a,n/a,n/a,Actors,2005,25
Celebrity,303,Dan Brown,n/a,n/a,n/a,Authors,2005,76.5
Celebrity,304,Will Smith,n/a,n/a,n/a,Actors,2005,35
Celebrity,305,David Letterman,n/a,n/a,n/a,Personalities,2005,40
Celebrity,306,Lance Armstrong,n/a,n/a,n/a,Athletes,2005,28
Celebrity,307,Michael Jordan,n/a,n/a,n/a,Athletes,2005,33
Celebrity,308,Michael Schumacher,n/a,n/a,n/a,Athletes,2005,60
Celebrity,309,Will Ferrell,n/a,n/a,n/a,Comedians,2005,40
Celebrity,310,Kobe Bryant,n/a,n/a,n/a,Athletes,2005,28.8
Celebrity,311,Sean (Diddy) Combs,n/a,n/a,n/a,Musicians,2005,36
Celebrity,312,Jay Leno,n/a,n/a,n/a,Comedians,2005,30
Celebrity,313,J.K. Rowling,n/a,n/a,n/a,Authors,2005,59.1
Celebrity,314,Metallica,n/a,n/a,n/a,Musicians,2005,37.4
Celebrity,315,Jennifer Lopez,n/a,n/a,n/a,Musicians,2005,17
Celebrity,316,Cast of Desperate Housewives,n/a,n/a,n/a,Television actresses,2005,5.6
Celebrity,317,David Beckham,n/a,n/a,n/a,Athletes,2005,32.5
Celebrity,318,Howard Stern,n/a,n/a,n/a,Personalities,2005,31
Celebrity,319,Rush Limbaugh,n/a,n/a,n/a,Personalities,2005,30
Celebrity,320,Shania Twain,n/a,n/a,n/a,Musicians,2005,34
Celebrity,321,Peter Jackson,n/a,n/a,n/a,Directors/Producers,2005,47
Celebrity,322,Denzel Washington,n/a,n/a,n/a,Actors,2005,30
Celebrity,323,Rod Stewart,n/a,n/a,n/a,Musicians,2005,31
Celebrity,324,Michael Vick,n/a,n/a,n/a,Athletes,2005,37.5
Celebrity,325,Bette Midler,n/a,n/a,n/a,Musicians,2005,31
Celebrity,326,The Olsen Twins,n/a,n/a,n/a,Television actresses,2005,21
Celebrity,327,Jerry Bruckheimer,n/a,n/a,n/a,Directors/Producers,2005,66
Celebrity,328,Jennifer Aniston,n/a,n/a,n/a,Actresses,2005,18.5
Celebrity,329,Derek Jeter,n/a,n/a,n/a,Athletes,2005,25.5
Celebrity,330,Julia Roberts,n/a,n/a,n/a,Actresses,2005,8
Celebrity,331,Prince,n/a,n/a,n/a,Musicians,2005,49.7
Celebrity,332,David Copperfield,n/a,n/a,n/a,Magicians,2005,57
Celebrity,333,Tobey Maguire,n/a,n/a,n/a,Actors,2005,32
Celebrity,334,The Eagles,n/a,n/a,n/a,Musicians,2005,45
Celebrity,335,Ray Romano,n/a,n/a,n/a,Comedians,2005,36.5
Celebrity,336,Nicole Kidman,n/a,n/a,n/a,Actresses,2005,14.5
Celebrity,337,Jeff Gordon,n/a,n/a,n/a,Athletes,2005,23.4
Celebrity,338,Phil Mickelson,n/a,n/a,n/a,Athletes,2005,26.8
Celebrity,339,Alex Rodriguez,n/a,n/a,n/a,Athletes,2005,27.5
Celebrity,340,Matt Damon,n/a,n/a,n/a,Actors,2005,27
Celebrity,341,Adam Sandler,n/a,n/a,n/a,Actors,2005,28
Celebrity,342,Oscar De La Hoya,n/a,n/a,n/a,Athletes,2005,38
Celebrity,343,Lindsay Lohan,n/a,n/a,n/a,Television actresses,2005,11
Celebrity,344,LeBron James,n/a,n/a,n/a,Athletes,2005,22.9
Celebrity,345,Hilary Duff,n/a,n/a,n/a,Actresses,2005,15
Celebrity,346,Paris Hilton,n/a,n/a,n/a,Personalities,2005,6.5
Celebrity,347,Bill Clinton,n/a,n/a,n/a,Personalities,2005,6
Celebrity,348,Maria Sharapova,n/a,n/a,n/a,Athletes,2005,18.2
Celebrity,349,Drew Barrymore,n/a,n/a,n/a,Actresses,2005,22
Celebrity,350,Andre Agassi,n/a,n/a,n/a,Athletes,2005,26.2
Celebrity,351,Manny Ramirez,n/a,n/a,n/a,Athletes,2005,24.2
Celebrity,352,Van Halen,n/a,n/a,n/a,Musicians,2005,29.6
Celebrity,353,Serena Williams,n/a,n/a,n/a,Athletes,2005,12.7
Celebrity,354,Valentino Rossi,n/a,n/a,n/a,Athletes,2005,28
Celebrity,355,Jessica Simpson,n/a,n/a,n/a,Television actresses,2005,8
Celebrity,356,Sandra Bullock,n/a,n/a,n/a,Actresses,2005,10.5
Celebrity,357,Cameron Diaz,n/a,n/a,n/a,Actresses,2005,13
Celebrity,358,Regis Philbin,n/a,n/a,n/a,Personalities,2005,20
Celebrity,359,James Patterson,n/a,n/a,n/a,Authors,2005,27
Celebrity,360,Paul Harvey,n/a,n/a,n/a,Personalities,2005,30
Celebrity,361,Jennifer Garner,n/a,n/a,n/a,Television actresses,2005,14
Celebrity,362,Nora Roberts,n/a,n/a,n/a,Authors,2005,28.8
Celebrity,363,Ronaldo,n/a,n/a,n/a,Athletes,2005,23
Celebrity,364,Judge Judy Sheindlin,n/a,n/a,n/a,Personalities,2005,28
Celebrity,365,Ellen DeGeneres,n/a,n/a,n/a,Personalities,2005,15
Celebrity,366,Naomi Watts,n/a,n/a,n/a,Actresses,2005,11.5
Celebrity,367,Ashlee Simpson,n/a,n/a,n/a,Musicians,2005,5.3
Celebrity,368,Gisele Bündchen,n/a,n/a,n/a,Models,2005,15.2
Celebrity,369,Dave Chappelle,n/a,n/a,n/a,Comedians,2005,12
Celebrity,370,John Madden,n/a,n/a,n/a,Personalities,2005,17
Celebrity,371,Rudy Giuliani,n/a,n/a,n/a,Personalities,2005,5
Celebrity,372,Venus Williams,n/a,n/a,n/a,Athletes,2005,6.5
Celebrity,373,Matt Hasselbeck,n/a,n/a,n/a,Athletes,2005,22.8
Celebrity,374,Jack Welch,n/a,n/a,n/a,Authors,2005,9.2
Celebrity,375,Walter Jones,n/a,n/a,n/a,Athletes,2005,23.2
Celebrity,376,Emeril Lagasse,n/a,n/a,n/a,Personalities,2005,9
Celebrity,377,Wolfgang Puck,n/a,n/a,n/a,Personalities,2005,12
Celebrity,378,Lindsay Davenport,n/a,n/a,n/a,Athletes,2005,6
Celebrity,379,Arthur Agatston,n/a,n/a,n/a,Personalities,2005,16
Celebrity,380,Annika Sorenstam,n/a,n/a,n/a,Athletes,2005,7.3
Celebrity,381,Heidi Klum,n/a,n/a,n/a,Models,2005,7.5
Celebrity,382,Kimora Lee Simmons,n/a,n/a,n/a,Personalities,2005,17
Celebrity,383,Patricia Heaton,n/a,n/a,n/a,Television actresses,2005,9
Celebrity,384,Kate Moss,n/a,n/a,n/a,Models,2005,5
Celebrity,385,Ken Jennings,n/a,n/a,n/a,Personalities,2005,3.2
Celebrity,386,Tyra Banks,n/a,n/a,n/a,Personalities,2005,6
Celebrity,387,Frankie Muniz,n/a,n/a,n/a,Television actors,2005,8
Celebrity,388,Adriana Lima,n/a,n/a,n/a,Models,2005,4.5
Celebrity,389,David Blaine,n/a,n/a,n/a,Magicians,2005,2
Celebrity,390,Amanda Bynes,n/a,n/a,n/a,Actresses,2005,1.5
Celebrity,391,Charlie Palmer,n/a,n/a,n/a,Personalities,2005,4.7
Celebrity,392,Steven Spielberg,n/a,n/a,n/a,Directors/Producers,2006,332
Celebrity,393,Howard Stern,n/a,n/a,n/a,Personalities,2006,302
Celebrity,394,George Lucas,n/a,n/a,n/a,Directors/Producers,2006,235
Celebrity,395,Oprah Winfrey,n/a,n/a,n/a,Personalities,2006,225
